
 1	 291.713935

 1	 291.713935

 2	 291.713935

 2	 291.713935

 3	 291.713935

 3	 291.713935

 4	 291.713935

 4	 291.713935

 5	 291.713935

 5	 291.713935

 6	 291.713935

 6	 291.713935

 7	 291.713935

 7	 291.713935

 8	 291.713935

 8	 291.713935

 9	 291.713935

 9	 291.713935

 10	 291.713935

 10	 291.713935

 11	 291.713935

 11	 291.713935

 12	 291.713935

 12	 291.713935

 13	 291.713935

 13	 291.713935

 14	 291.713935

 14	 291.713935

 15	 291.713935

 15	 291.713935

 16	 291.713935

 16	 291.713935

 17	 291.713935

 17	 291.713935

 18	 291.713935

 18	 291.713935

 19	 291.713935

 19	 291.713935

 20	 291.713935

 20	 291.713935

 21	 291.713935

 21	 291.713935

 22	 291.713935

 22	 291.713935

 23	 291.713935

 23	 291.713935

 24	 291.713935

 24	 291.713935

 25	 291.713935

 25	 291.713935

 26	 291.713935

 26	 291.713935

 27	 291.713935

 27	 291.713935

 28	 291.713935

 28	 291.713935

 29	 291.713935

 29	 291.713935

 30	 291.713935

 30	 291.713935

 31	 291.713935

 31	 291.713935

 32	 291.713935

 32	 291.713935

 33	 291.713935

 33	 291.713935

 34	 291.713935

 34	 291.713935

 35	 291.713935

 35	 291.713935

 36	 291.713935

 36	 291.713935

 37	 291.713935

 37	 291.713935

 38	 291.713935

 38	 291.713935

 39	 291.713935

 39	 291.713935

 40	 291.713935

 40	 291.713935

 41	 291.713935

 41	 291.713935

 42	 291.713935

 42	 291.713935

 43	 291.713935

 43	 291.713935

 44	 291.713935

 44	 291.713935

 45	 291.713935

 45	 291.713935

 46	 291.713935

 46	 291.713935

 47	 291.713935

 47	 291.713935

 48	 291.713935

 48	 291.713935

 49	 291.713935

 49	 291.713935

 50	 291.713935

 50	 291.713935

 51	 291.713935

 51	 291.713935

 52	 291.713935

 52	 291.713935

 53	 291.713935

 53	 291.713935

 54	 291.713935

 54	 291.713935

 55	 291.713935

 55	 291.713935

 56	 291.713935

 56	 291.713935

 57	 291.713935

 57	 291.713935

 58	 291.713935

 58	 291.713935

 59	 291.713935

 59	 291.713935

 60	 291.713935

 60	 291.713935

 61	 291.713935

 61	 291.713935

 62	 291.713935

 62	 291.713935

 63	 291.713935

 63	 291.713935

 64	 291.713935

 64	 291.713935

 65	 291.713935

 65	 291.713935

 66	 291.713935

 66	 291.713935

 67	 291.713935

 67	 291.713935

 68	 291.713935

 68	 291.713935

 69	 291.713935

 69	 291.713935

 70	 291.713935

 70	 291.713935

 71	 291.713935

 71	 291.713935

 72	 291.713935

 72	 291.713935

 73	 291.713935

 73	 291.713935

 74	 291.713935

 74	 291.713935

 75	 291.713935

 75	 291.713935

 76	 291.713935

 76	 291.713935

 77	 291.713935

 77	 291.713935

 78	 291.713935

 78	 291.713935

 79	 291.713935

 79	 291.713935

 80	 291.713935

 80	 291.713935

 81	 291.713935

 81	 291.713935

 82	 291.713935

 82	 291.713935

 83	 291.713935

 83	 291.713935

 84	 291.713935

 84	 291.713935

 85	 291.713935

 85	 291.713935

 86	 291.713935

 86	 291.713935

 87	 291.713935

 87	 291.713935

 88	 291.713935

 88	 291.713935

 89	 291.713935

 89	 291.713935

 90	 291.713935

 90	 291.713935

 91	 291.713935

 91	 291.713935

 92	 291.713935

 92	 291.713935

 93	 291.713935

 93	 291.713935

 94	 291.713935

 94	 291.713935

 95	 291.713935

 95	 291.713935

 96	 291.713935

 96	 291.713935

 97	 291.713935

 97	 291.713935

 98	 291.713935

 98	 291.713935

 99	 291.713935

 99	 291.713935

 100	 291.713935

 100	 291.713935
